no,contentsId,category,title,description,manuscript,jp,en,ch,kr,industryCd,industryName,sceneCd,sceneName
257,00257,template,未成年者へのタバコ喫煙・販売禁止,未成年者へのたばこ禁止案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。未成年者の喫煙は法律で禁止されております。当店では、未成年の方へのお煙草の販売は⾏っておりません。予め、ご了承ください。本日は、ご来店ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。未成年者の喫煙は法律で禁止されております。当店では、未成年の方へのお煙草の販売は⾏っておりません。予め、ご了承ください。本日は、ご来店ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,"Thank you for visiting us today. The following is an announcement for our customers. Underage smoking is prohibited by law. Here, we do not sell tobacco to minors. Thank you for your understanding. We thank you for visiting us today. We hope you enjoy your time here with us today.",衷心感谢各位顾客今天的光临。下面为您广播通知。未成年人吸烟属于违法行为。本店不向未成年人出售香烟。敬请理解。感谢您今天的惠顾。祝您度过一段轻松愉快的时光。,오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 미성년자의 흡연은 법률로 금지되어 있습니다. 저희 매장에서는 미성년자에게는 담배를 판매하지 않고 있으니 양해를 부탁드립니다. 오늘도 방문해 주셔서 대단히 감사합니다. 편안한 시간 보내시기 바랍니다.,10-30-31-90-99,飲食店向け-小売店向け-スーパー／ドラッグ／量販店向け-施設向け-全業種のシーン一覧,015-015-015-015-015,注意・禁止-注意・禁止-注意・禁止-注意・禁止-注意・禁⽌
258,00258,template,フルフェイス禁止,フルフェイスヘルメット着用入店禁止案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店では防犯上の理由により、フルフェイスヘルメットを着用したままでのご入店を禁止させていただいております。予めご了承くださいますよう、お願い申し上げます。本日は、ご来店いただきまして誠にありがとうございます。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店では防犯上の理由により、フルフェイスヘルメットを着用したままでのご入店を禁止させていただいております。予めご了承くださいますよう、お願い申し上げます。本日は、ご来店いただきまして誠にありがとうございます。,"Thank you for visiting us today. The following is an announcement for our customers. For crime prevention purposes, it is prohibited to have helmets on that cover the face in this establishment. We thank you for your understanding. Thank you for visiting us today.",衷心感谢各位顾客今天的光临。我们温馨提示您，出于安全防犯目的，本店禁止佩戴全罩式头盔的人士入内。敬请理解。衷心感谢各位顾客今天的光临。,오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 당부의 말씀 드립니다. 저희 매장에서는 방범상의 이유로 인해 풀페이스 헬멧을 착용한 채의 출입은 금지하고 있습니다. 여러분의 양해를 부탁드립니다. 오늘도 방문해 주셔서 대단히 감사합니다.,10-20-30-31-40-51-90-99,飲食店向け-サービス業向け-小売店向け-スーパー／ドラッグ／量販店向け-医療／福祉向け-金融機関向け-施設向け-全業種のシーン一覧,015-015-015-015-015-015-015-015,注意・禁止-注意・禁止-注意・禁止-注意・禁止-注意・禁止-注意・禁止-注意・禁止-注意・禁⽌
259,00259,template,ペット同伴禁止,ペット同伴入店禁止案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店では盲導犬や、補助犬以外のペットを連れてのご入店は、固くお断りさせていただいております。何卒ご理解、ご協⼒をお願い申し上げます。本日は、ご来店ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店では、盲導犬や補助犬以外のペットを連れてのご入店は、固く、お断りさせていただいております。何卒ご理解、ご協力をお願い申し上げます。本日はご来店ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,Thank you for visiting us today. The following is an announcement for our customers. Pets other than guide dogs or assistance dogs are not allowed in this establishment. We thank you for your understanding and cooperation. Thank you for visiting us today. We hope you enjoy your time here with us today.,衷心感谢各位顾客今天的光临。下面为您广播通知。除导盲犬、辅助犬以外，本店严禁携带宠物入内。恳请您给予理解与配合。感谢各位顾客今天的光临。祝您度过一段轻松愉快的时光。,오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 저희 매장에서는 안내견 및 보조견 이외의 애완견 출입이 엄격하게 금지되어 있습니다. 양해와 협조를 부탁드립니다. 오늘도 방문해 주셔서 감사합니다. 편안한 시간 보내시기 바랍니다.,10-20-30-31-40-51-90-99,飲食店向け-サービス業向け-小売店向け-スーパー／ドラッグ／量販店向け-医療／福祉向け-金融機関向け-施設向け-全業種のシーン一覧,015-015-015-015-015-015-015-015,注意・禁止-注意・禁止-注意・禁止-注意・禁止-注意・禁止-注意・禁止-注意・禁止-注意・禁止
260,00260,template,貴重品管理案内（医療施設向け）,貴重品管理案内（医療施設向け）,${customerName}へご来院の皆様へお知らせいたします。席を離れられる際は、必ず貴重品をお持ちください。万が一、紛失等のトラブルが発⽣いたしましても、当院では責任をおいかねますので、貴重品には十分ご注意くださいますよう、お願いいたします。,${customerName}へご来院の皆様へお知らせいたします。席を離れられる際は、必ず貴重品をお持ちください。万が一、紛失等のトラブルが発⽣いたしましても、当院では責任をおいかねますので、貴重品には十分ご注意くださいますよう、お願いいたします。,The following is an announcement for our patients. Please take your valuables with you when leaving your seat unattended. We are not liable for the loss of your belongings or other related issues that may arise. Please remain fully aware of your valuables.,下面为前来本院的各位人士广播通知。请您在离开座位时务必随身带好您的贵重物品。即使发生物品遗失等事件，本院也概不负责，请妥善保管好您的贵重物品。,"내원해주신 여러분께 안내 말씀드립니다. 자리를 떠날 때에는 반드시, 귀중품을 지참하시기 바랍니다. 분실 등에 대해서는 저희쪽에서 책임지지 않으니, 귀중품 관리에 충분히 주의를 기울여 주시기 바랍니다.",20-40-90-99,サービス業向け-医療／福祉向け-施設向け-全業種のシーン一覧,015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁止
261,00261,template,足元注意,足元注意喚起案内（医療施設向け）,${customerName}へご来院の皆様へお知らせいたします。本日はお足元が⼤変滑りやすくなっておりますので、十分ご注意ください。,${customerName}へご来院の皆様へお知らせいたします。本日はお足元が⼤変滑りやすくなっておりますので、十分ご注意ください。,The following is an announcement for our patients. The ground is very slippery today. Please watch your step.,下面为前来本院的各位人士广播通知。今天地面较滑，请您注意脚下。,내원해 주신 고객 여러분께 안내 말씀드립니다. 오늘은 바닥이 매우 미끄럽습니다. 충분한 주의를 기울여 주시기 바랍니다.,40-99,医療／福祉向け-全業種のシーン一覧,015-015,注意・禁⽌-注意・禁止
262,00262,template,携帯電話通話禁止・貴重品管理案内,携帯電話通話禁止・貴重品管理案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にお願い申し上げます。店内での携帯電話のご使用は、他のお客様のご迷惑となりますので、ご遠慮くださいますようご理解の程よろしくお願いいたします。お客様にお願い申し上げます。お席を離れられる際は、必ず貴重品をお持ちください。万が⼀、紛失等のトラブルが発生いたしましても、当店では責任をおいかねますので、貴重品には⼗分ご注意くださいますよう、お願いいたします。本日は、ご来店ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にお願い申し上げます。店内での携帯電話のご使用は、他のお客様のご迷惑となりますので、ご遠慮くださいますようご理解の程よろしくお願いいたします。お客様にお願い申し上げます。お席を離れられる際は、必ず貴重品をお持ちください。万が⼀、紛失等のトラブルが発生いたしましても、当店では責任をおいかねますので、貴重品には⼗分ご注意くださいますよう、お願いいたします。本日は、ご来店ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,"Thank you for visiting us today. The following is an announcement for our customers. Please refrain from using a cell phone in this establishment, as this may be a disturbance for other customers. We also kindly ask that you take your valuables with you when leaving your seat unattended. We are not liable for the loss of your belongings or other related issues that may arise. Please remain fully aware of your valuables. Thank you for visiting us today. We hope you enjoy your time here with us today.",衷心感谢各位顾客今天的光临。我们温馨提示您，请勿在店内使用手机，以免给其他顾客带来困扰。恳请您给予理解。我们温馨提示各位顾客，请您在离开座位时务必随身带好您的贵重物品。即使发生物品遗失等事件，本店也概不负责，请妥善保管好您的贵重物品。感谢各位顾客今天的光临。祝您度过一段轻松愉快的时光。,오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 당부의 말씀 드립니다. 매장 내에서 휴대전화를 사용하여 통화하면 다른 고객님께 불편을 끼치게 되오니 삼가 주시기 바랍니다. 고객님의 양해를 부탁드립니다. 고객님께 당부의 말씀 드립니다. 자리를 떠나실 때는 반드시 귀중품을 지참하시기 바랍니다. 분실 등의 문제가 발생하더라도 저희 쪽에서는 책임지지 않으니 귀중품 관리에 충분한 주의를 기울여 주시기 바랍니다. 오늘도 방문해 주셔서 대단히 감사합니다. 편안한 시간 보내시기 바랍니다.,10-20-51-99,飲食店向け-サービス業向け-金融機関向け-全業種のシーン一覧,015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
263,00263,template,⾜元注意,足元注意喚起案内（店舗向け）,本日は、${customerName}にご来店いただきまして誠にありがとうございます。お客様にご案内申し上げます。本日はお⾜元が大変滑りやすくなっておりますので、⼗分ご注意ください。本日のご来店、誠にありがとうございます。,本日は、${customerName}にご来店いただきまして誠にありがとうございます。お客様にご案内申し上げます。本日はお⾜元が大変滑りやすくなっておりますので、⼗分ご注意ください。本日のご来店、誠にありがとうございます。,Thank you for visiting us today. The following is an announcement for our customers. The ground is very slippery today. Please watch your step. Thank you for visiting us today.,衷心感谢各位顾客今天的光临。下面为您广播通知。今天地面较滑，请您注意脚下。再次衷心感谢您今天的光临。,오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 오늘은 바닥이 매우 미끄럽습니다. 충분한 주의를 기울여 주시기 바랍니다. 오늘도 방문해 주셔서 대단히 감사합니다.,10-30-90-99,飲食店向け-小売店向け-施設向け-全業種のシーン一覧,015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
264,00264,template,⾜元注意,足元注意喚起案内（施設向け）,本日は、${customerName}をご利用いただきまして、誠にありがとうございます。お客様にご案内申し上げます。本日はお⾜元が⼤変滑りやすくなっておりますので、⼗分ご注意ください。本日のご利用、誠にありがとうございます。,本日は、${customerName}をご利用いただきまして、誠にありがとうございます。お客様にご案内申し上げます。本日はお⾜元が⼤変滑りやすくなっておりますので、⼗分ご注意ください。本日のご利用、誠にありがとうございます。,"Thank you for visiting us today. The following is an announcement for our customers. The ground is very slippery today, so please watch your step. Thank you for visiting us today.",衷心感谢各位顾客今天的光临。下面为您广播通知。今天地面较滑，请您注意脚下。再次衷心感谢您今天的惠顾。,오늘도 이용해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 오늘은 바닥이 매우 미끄럽습니다. 충분한 주의를 기울여 주시기 바랍니다. 오늘도 이용해 주셔서 대단히 감사합니다.,20-31-40-50-51-90-99,サービス業向け-スーパー／ドラッグ／量販店向け-医療／福祉向け-オフィス／事務所／教育機関向け-金融機関向け-施設向け-全業種のシーン一覧,015-015-015-015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
265,00265,template,飲酒運転防⽌,飲酒運転防止案内,本日も、${customerName}をご利用いただきまして、誠にありがとうございます。お⾞でご来店のお客様にご案内申し上げます。お酒を飲まれての運転は法律で固く禁じられております。「ほんの１杯だから…」という気の緩みが、事故につながりますので、飲酒運転は絶対にやめましょう。また運転する⼈には、お酒を勧めないようにしましょう。皆様のご理解、ご協⼒の程、宜しくお願い申し上げます。本日のご利用、誠にありがとうございます。,本日も、${customerName}をご利用いただきまして、誠にありがとうございます。お⾞でご来店のお客様にご案内申し上げます。お酒を飲まれての運転は法律で固く禁じられております。「ほんの１杯だから…」という気の緩みが、事故につながりますので、飲酒運転は絶対にやめましょう。また運転する⼈には、お酒を勧めないようにしましょう。皆様のご理解、ご協⼒の程、宜しくお願い申し上げます。本日のご利用、誠にありがとうございます。,"Thank you for visiting us today. The following is an announcement for customers who came by car. Driving under the influence of alcohol is strictly prohibited by law. Poor judgment, such as in assuming that “Just one drink won’t hurt,” can lead to serious accidents. Please refrain from drinking and driving. Please also refrain from encouraging those who will be driving to drink. Thank you for your understanding and cooperation. We thank you for visiting us today.",衷心感谢各位顾客今天的光临。下面为驾车前来的顾客广播通知。酒后驾车属于违法行为。心存侥幸必将酿成大祸，请您切勿酒后驾车。另外，也请勿向驾车者劝酒。感谢您的理解与配合。再次衷心感谢您今天的惠顾。,"오늘도 이용해 주셔서 대단히 감사합니다. 자동차로 방문해 주신 고객님께 안내 말씀드립니다. 음주운전은 법률에 따라 엄격하게 금지되어 있습니다. '딱 한잔만...' 하는 안일한 생각이 사고로 이어지므로 음주운전은 삼가 주시기 바랍니다. 또한, 운전을 해야 하는 사람에게는 술을 권하지 맙시다. 여러분의 양해와 협조를 부탁드립니다. 오늘도 이용해 주셔서 대단히 감사합니다.",10-30-51-90-99,飲食店向け-小売店向け-金融機関向け-施設向け-全業種のシーン一覧,015-015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
266,00266,template,幼児車内置き去り注意,幼児車内置き去り注意喚起案内,本日は、${customerName}をご利用いただきまして、誠にありがとうございます。お客様にお願い申し上げます。お⼦様を⾞内に残されたままでのご利用は絶対にやめましょう。また、そのようなお⼦様をみかけられたお客様は、係員スタッフまでご連絡くださいますようお願い申し上げます。本日のご利用、誠にありがとうございます。,本日は、${customerName}をご利用いただきまして、誠にありがとうございます。お客様にお願い申し上げます。お⼦様を⾞内に残されたままでのご利用は絶対にやめましょう。また、そのようなお⼦様をみかけられたお客様は、係員スタッフまでご連絡くださいますようお願い申し上げます。本日のご利用、誠にありがとうございます。,"Thank you for visiting us today. The following is an announcement for our customers. Please do not leave a child unattended in a car. If you see a child in this situation, please notify our staff. We thank you for visiting us today.",衷心感谢各位顾客今天的光临。我们温馨提示您，请切勿将孩子独自留在车内。另外，如果发现他人的孩子被独自留在车内，请您联系工作人员。再次衷心感谢您今天的惠顾。,"오늘도 이용해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 절대로 어린이를 차 안에 남겨둔 채 이용하지 마십시오. 또한, 이러한 아이를 발견하신 고객님께서는 직원에게 연락해 주시기 바랍니다. 오늘도 이용해 주셔서 대단히 감사합니다.",20-30-31-40-51-90-99,サービス業向け-小売店向け-スーパー／ドラッグ／量販店向け-医療／福祉向け-金融機関向け-施設向け-全業種のシーン一覧,015-015-015-015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
267,00267,template,幼児の一人遊び注意喚起案内（店舗向け）,幼児の一人遊び注意喚起案内（店舗向け）,本日は、${customerName}にご来店頂きまして、誠にありがとうございます。小さいお⼦様連れのお客様にご案内申し上げます。小さいお⼦様の１人歩き、１人遊びは大変危険です。くれぐれもお⼦様から目を離さないよう、ご注意ください。本日のご来店、誠にありがとうございます。,本日は、${customerName}にご来店頂きまして、誠にありがとうございます。小さいお⼦様連れのお客様にご案内申し上げます。小さいお⼦様の１人歩き、１人遊びは大変危険です。くれぐれもお⼦様から目を離さないよう、ご注意ください。本日のご来店、誠にありがとうございます。,Thank you for visiting us today. The following is an announcement for customers visiting with small children. It is very dangerous to leave young children to walk around or play alone. Please always keep an eye on your children. We thank you for visiting us today.,衷心感谢各位顾客今天的光临。下面为带幼儿前来的顾客广播通知。在无人照看的情况下让幼儿独自行走、玩耍是十分危险的行为。请务必看管好的您的孩子。再次感谢您今天的光临。,오늘도 방문해 주셔서 대단히 감사합니다. 어린 아이를 동반하신 고객님께 안내 말씀드립니다. 어린 아이 혼자 걷거나 혼자 놀면 매우 위험합니다. 아이가 눈에서 멀어지지 않도록 주의를 기울여 주시기 바랍니다. 오늘도 방문해 주셔서 대단히 감사합니다.,30-31-90-99,小売店向け-スーパー／ドラッグ／量販店向け-施設向け-全業種のシーン一覧,015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
268,00268,template,幼児の一人遊び注意喚起案内（施設向け）,幼児の一人遊び注意喚起案内（施設向け）,本日も、${customerName}をご利用いただきまして、誠にありがとうございます。⼩さいお⼦様連れのお客様にご案内申し上げます。⼩さいお⼦様の１⼈歩き、１⼈遊びは⼤変危険です。くれぐれもお⼦様から目を離さないよう、ご注意ください。本日のご利用、誠にありがとうございます。,本日も、${customerName}をご利用いただきまして、誠にありがとうございます。⼩さいお⼦様連れのお客様にご案内申し上げます。⼩さいお⼦様の１⼈歩き、１⼈遊びは⼤変危険です。くれぐれもお⼦様から目を離さないよう、ご注意ください。本日のご利用、誠にありがとうございます。,Thank you for visiting us today. The following is an announcement for customers visiting with small children. It is very dangerous to leave young children to walk around or play alone. Please always keep an eye on your children. We thank you for visiting us today.,衷心感谢各位顾客今天的光临。下面为带幼儿前来的顾客广播通知。在无人照看的情况下让幼儿独自行走、玩耍是十分危险的行为。请务必看管好的您的孩子。再次衷心感谢您今天的惠顾。,오늘도 이용해 주셔서 대단히 감사합니다. 어린 아이를 동반하신 고객님께 안내 말씀드립니다. 어린 아이 혼자 걷거나 혼자 놀면 매우 위험합니다. 아이가 눈에서 멀어지지 않도록 주의를 기울여 주시기 바랍니다. 오늘도 이용해 주셔서 대단히 감사합니다.,10-20-40-51-90-99,飲食店向け-サービス業向け-医療／福祉向け-金融機関向け-施設向け-全業種のシーン一覧,015-015-015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
269,00269,template,禁煙告知,禁煙告知案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にお願い申し上げます。当店は、条例により、館内禁煙とさせていただいております。恐れ入りますが、お煙草はお近くの喫煙所にてお願いいたします。皆様に気持ちよくお買い物をしていただけますよう、何卒、ご協⼒くださいませ。本日のご利用誠にありがとうございます。どうぞごゆっくりお買い物をお楽しみ下さいませ。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にお願い申し上げます。当店は、条例により、館内禁煙とさせていただいております。恐れ入りますが、お煙草はお近くの喫煙所にてお願いいたします。皆様に気持ちよくお買い物をしていただけますよう、何卒、ご協⼒くださいませ。本日のご利用誠にありがとうございます。どうぞごゆっくりお買い物をお楽しみ下さいませ。,Thank you for visiting us today. The following is an announcement for our customers. Smoking in the building is prohibited by law. Please use a smoking area near you when smoking. We apologize for the inconvenience. We kindly ask for your cooperation in maintaining a space where anyone can enjoy shopping. Thank you for visiting us today. We hope you enjoy shopping with us today.,衷心感谢各位顾客今天的光临。我们温馨提示您，依照相关条例的规定，馆内禁止吸烟。烦请您前往附近的吸烟处吸烟。为了使各位顾客度过一段舒心愉快的购物时光，恳请您给予配合。再次衷心感谢您今天的惠顾。祝您度过一段轻松愉快的购物时光。,오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 당부의 말씀 드립니다. 저희 매장은 조례에 따라 관내 금연을 시행하고 있습니다. 불편하시더라도 흡연은 가까운 흡연실을 이용해 주시기 바랍니다. 모든 고객 여러분이 쾌적하게 쇼핑하실 수 있도록 협조를 부탁드립니다. 오늘도 이용해 주셔서 대단히 감사합니다. 편안하고 즐거운 쇼핑 시간 보내시기 바랍니다.,10-20-30-31-51-99,飲食店向け-サービス業向け-小売店向け-スーパー／ドラッグ／量販店向け-金融機関向け-全業種のシーン一覧,015-015-015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
270,00270,template,携帯電話自粛,携帯電話通話自粛案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にお願い申し上げます。店内で携帯電話をご使用の際は、マナーを守ってお使いください。大きな声での会話や、歩きながらのご使用は、他のお客様のご迷惑となります。すべての⽅に、気持ちよく当店をご利用いただけますよう、何卒、ご協⼒をお願いいたします。本日は、ご利用ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にお願い申し上げます。店内で携帯電話をご使用の際は、マナーを守ってお使いください。大きな声での会話や、歩きながらのご使用は、他のお客様のご迷惑となります。すべての⽅に、気持ちよく当店をご利用いただけますよう、何卒、ご協⼒をお願いいたします。本日は、ご利用ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,Thank you for visiting us today. The following is an announcement for our customers. We kindly ask that you remain mindful and considerate of those around you when using your cell phone in this establishment. Speaking loudly on the phone or walking while using your phone can be a disturbance for other customers. We kindly ask for your cooperation in maintaining a space that anyone can enjoy visiting. Thank you for visiting us today. We hope you enjoy your time here with us today.,衷心感谢各位顾客今天的光临。我们温馨提示您，在店内使用手机时，请您遵守文明礼节。请勿大声喧哗或边走路边看手机，以免给其他顾客带来困扰。为了给所有顾客营造舒适温馨的环境，恳请您给予配合。感谢您今天的惠顾。祝您度过一段轻松愉快的时光。,오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 당부의 말씀 드립니다. 매장 내에서 휴대전화를 사용하실 때는 매너를 지켜 주시기 바랍니다. 큰 소리로 대화하거나 걸으면서 사용하면 다른 고객님에게 불편을 끼칠 수 있습니다. 모든 고객 여러분이 쾌적하게 저희 매장을 이용하실 수 있도록 협조를 부탁드립니다. 오늘도 이용해 주셔서 대단히 감사합니다. 편안한 시간 보내시기 바랍니다.,30-31-51-90-99,小売店向け-スーパー／ドラッグ／量販店向け-金融機関向け-施設向け-全業種のシーン一覧,015-015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
271,00271,template,未成年者への酒タバコ販売禁止,未成年者へのお酒・たばこ販売禁止案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。未成年者の飲酒・喫煙は法律で禁⽌されております。当店では、未成年の⽅へのアルコール類やお煙草の販売は⾏っておりません。予め、ご了承ください。本日は、ご来店ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。未成年者の飲酒・喫煙は法律で禁⽌されております。当店では、未成年の⽅へのアルコール類やお煙草の販売は⾏っておりません。予め、ご了承ください。本日は、ご来店ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,"Thank you for visiting us today. The following is an announcement for our customers. Underage drinking and smoking are prohibited by law. Here, we do not sell alcohol or tobacco to minors. Thank you for your understanding. We thank you for visiting us today. We hope you enjoy your time here with us today.",衷心感谢各位顾客今天的光临。下面为您广播通知。未成年人饮酒、吸烟属于违法行为。本店不向未成年人出售酒水和香烟。敬请理解。感谢各位顾客今天的光临。祝您度过一段轻松愉快的时光。,"오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 미성년자의 음주및 흡연은 법률로 금지되어 있습니다. 저희 매장에서는 미성년자에게는 주류 및 담배를 판매하지 않고 있으니, 양해를 부탁드립니다. 오늘도 방문해 주셔서 대단히 감사합니다. 편안한 시간 보내시기 바랍니다.",10-20-30-31-99,飲食店向け-サービス業向け-小売店向け-スーパー／ドラッグ／量販店向け-全業種のシーン一覧,015-015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
272,00272,template,未成年酒禁⽌,未成年者への飲酒・酒類提供禁止案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。未成年者の飲酒は法律で禁⽌されております。当店では、未成年の⽅へのアルコール類のご提供は⾏っておりません。予め、ご了承ください。本日は、ご来店ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。未成年者の飲酒は法律で禁⽌されております。当店では、未成年の⽅へのアルコール類のご提供は⾏っておりません。予め、ご了承ください。本日は、ご来店ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,"Thank you for visiting us today. The following is an announcement for our customers. Underage drinking is prohibited by law. Here, we do not serve alcohol to minors. Thank you for your understanding. We thank you for visiting us today. We hope you enjoy your time here with us today.",衷心感谢各位顾客今天的光临。下面为您广播通知。未成年人饮酒属于违法行为。本店不向未成年人提供酒水。敬请理解。感谢您今天的惠顾。祝您度过一段轻松愉快的时光。,오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 미성년자의 음주는 법률로 금지되어 있습니다. 저희 매장에서는 미성년자에게 주류는 제공하지 않습니다. 양해해 주시기 바랍니다. 오늘도 방문해 주셔서 감사합니다. 편안한 시간 보내시기 바랍니다.,10-30-31-90-99,飲食店向け-小売店向け-スーパー／ドラッグ／量販店向け-施設向け-全業種のシーン一覧,015-015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
273,00273,template,マナー案内,外国人向けマナー案内,本日は、${customerName}をご利用いただきまして誠にありがとうございます。海外からお越しの旅⾏者のみなさまへ館内におけるマナーについてご案内申し上げます。周りのお客様のご迷惑になりますので、大きな声での会話などはお控えください。居⼼地の良い環境づくりにご協⼒くださいますよう、お願い申し上げます。また、お⼦様の一人歩きは危険ですので、目を離さないようにお願いいたします。本日のご利用、誠にありがとうございます。,本日は、${customerName}をご利⽤いただきまして誠にありがとうございます。海外からお越しの旅⾏者のみなさまへ、館内におけるマナーについてご案内申し上げます。周りのお客様のご迷惑になりますので、大きな声での会話などはお控えください。居⼼地の良い環境づくりにご協力くださいますよう、お願い申し上げます。また、お⼦様の一人歩きは危険ですので、目を離さないようにお願いいたします。本日のご利⽤、誠にありがとうございます。,"Thank you for visiting us today. The following is an announcement for customers visiting from overseas regarding etiquette in the building. Please refrain from speaking in a loud voice, as this can be a disturbance to those around you. We kindly ask for your cooperation in maintaining a space that anyone can enjoy visiting. Also, as it is dangerous to leave young children to walk around on their own, we also ask that you keep an eye on your children. We thank you for visiting us today.",衷心感谢各位顾客今天的光临。下面为各位海外游客广播馆内的规定和礼仪。请勿在馆内大声喧哗，以免给其他顾客带来困扰。为了打造舒适温馨的环境，恳请您给予配合。另外，在无人照看的情况下让孩子独自行走是十分危险的行为。请看管好的您的孩子。再次衷心感谢您今天的惠顾。,오늘도 이용해 주셔서 대단히 감사합니다. 해외에서 방문해 주신 여행객 여러분께 관내에서 지켜야 할 매너에 관한 안내 말씀드립니다. 주변 고객님에게 불편을 끼칠 수 있으므로 큰 소리로 대화는 삼가 주시기 바랍니다. 기분 좋은 환경을 만들기 위해 협조를 부탁드립니다. 또한 어린이 혼자 걸으면 위험하므로 아이가 눈에서 멀어지지 않도록 주의를 기울여 주시기 바랍니다. 오늘도 이용해 주셔서 대단히 감사합니다.,10-20-30-31-40-51-90-99,飲食店向け-サービス業向け-小売店向け-スーパー／ドラッグ／量販店向け-医療／福祉向け-金融機関向け-施設向け-全業種のシーン一覧,015-015-015-015-015-015-015-015,注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌-注意・禁⽌
